waterYear,date,weekofyear,chem_name,chem_value,Q_m3s,watershed_area_ha
1985,1985-02-07,6,NO3,NA,2.831e-4,660
1985,1985-02-08,6,NO3,NA,2.831e-4,660
1985,1985-02-09,6,NO3,NA,2.831e-4,660
1985,1985-02-10,6,NO3,NA,2.831e-4,660
1985,1985-02-11,6,NO3,NA,2.831e-4,660
1985,1985-02-12,7,NO3,NA,2.831e-4,660
1985,1985-02-13,7,NO3,NA,2.831e-4,660
1985,1985-02-14,7,NO3,NA,2.831e-4,660
1985,1985-02-15,7,NO3,NA,2.831e-4,660
1985,1985-02-16,7,NO3,NA,2.831e-4,660
1985,1985-02-17,7,NO3,NA,2.831e-4,660
1985,1985-02-18,7,NO3,NA,2.831e-4,660
1985,1985-02-19,8,NO3,NA,2.831e-4,660
1985,1985-02-20,8,NO3,NA,2.831e-4,660
1985,1985-02-21,8,NO3,NA,2.831e-4,660
1985,1985-02-22,8,NO3,NA,2.831e-4,660
1985,1985-02-23,8,NO3,NA,2.831e-4,660
1985,1985-02-24,8,NO3,NA,2.831e-4,660
1985,1985-02-25,8,NO3,NA,2.831e-4,660
1985,1985-02-26,9,NO3,NA,2.831e-4,660
1985,1985-02-27,9,NO3,NA,2.831e-4,660
1985,1985-02-28,9,NO3,NA,0.010191599999999999,660
1985,1985-03-01,9,NO3,NA,0.010191599999999999,660
1985,1985-03-02,9,NO3,NA,0.010191599999999999,660
1985,1985-03-03,9,NO3,NA,0.010191599999999999,660
1985,1985-03-04,9,NO3,NA,0.010191599999999999,660
1985,1985-03-05,10,NO3,NA,0.010191599999999999,660
1985,1985-03-06,10,NO3,NA,0.010191599999999999,660
1985,1985-03-07,10,NO3,NA,0.010191599999999999,660
1985,1985-03-08,10,NO3,NA,0.010191599999999999,660
1985,1985-03-09,10,NO3,NA,0.010191599999999999,660
1985,1985-03-10,10,NO3,NA,0.010191599999999999,660
1985,1985-03-11,10,NO3,NA,0.010191599999999999,660
1985,1985-03-12,11,NO3,NA,0.010191599999999999,660
1985,1985-03-13,11,NO3,NA,0.010191599999999999,660
1985,1985-03-14,11,NO3,NA,0.010191599999999999,660
1985,1985-03-15,11,NO3,NA,0.010191599999999999,660
1985,1985-03-16,11,NO3,NA,0.010191599999999999,660
1985,1985-03-17,11,NO3,NA,0.010191599999999999,660
1985,1985-03-18,11,NO3,NA,0.010191599999999999,660
1985,1985-03-19,12,NO3,NA,0.010191599999999999,660
1985,1985-03-20,12,NO3,NA,0.010191599999999999,660
1985,1985-03-21,12,NO3,NA,0.010191599999999999,660
1985,1985-03-22,12,NO3,NA,0.010191599999999999,660
1985,1985-03-23,12,NO3,NA,0.010191599999999999,660
1985,1985-03-24,12,NO3,NA,0.010191599999999999,660
1985,1985-03-25,12,NO3,NA,0.010191599999999999,660
1985,1985-03-26,13,NO3,NA,0.010191599999999999,660
1985,1985-03-27,13,NO3,NA,0.010191599999999999,660
1985,1985-03-28,13,NO3,NA,0.010191599999999999,660
1985,1985-03-29,13,NO3,NA,0.010191599999999999,660
1985,1985-03-30,13,NO3,NA,0.010191599999999999,660
1985,1985-03-31,13,NO3,NA,0.0302917,660
1985,1985-04-01,13,NO3,NA,0.0302917,660
1985,1985-04-02,14,NO3,NA,0.0302917,660
1985,1985-04-03,14,NO3,NA,0.0302917,660
1985,1985-04-04,14,NO3,NA,0.0302917,660
1985,1985-04-05,14,NO3,NA,0.0302917,660
1985,1985-04-06,14,NO3,NA,0.0302917,660
1985,1985-04-07,14,NO3,NA,0.0302917,660
1985,1985-04-08,14,NO3,NA,0.0302917,660
1985,1985-04-09,15,NO3,NA,0.0302917,660
1985,1985-04-10,15,NO3,NA,0.0302917,660
1985,1985-04-11,15,NO3,NA,0.0302917,660
1985,1985-04-12,15,NO3,NA,0.0302917,660
1985,1985-04-13,15,NO3,NA,0.0302917,660
1985,1985-04-14,15,NO3,NA,0.0302917,660
1985,1985-04-15,15,NO3,NA,0.0302917,660
1985,1985-04-16,16,NO3,NA,0.0302917,660
1985,1985-04-17,16,NO3,NA,0.0302917,660
1985,1985-04-18,16,NO3,NA,0.06454679999999999,660
1985,1985-04-19,16,NO3,NA,0.04614529999999999,660
1985,1985-04-20,16,NO3,NA,0.11918509999999999,660
1985,1985-04-21,16,NO3,NA,0.036803,660
1985,1985-04-22,16,NO3,NA,0.028876199999999998,660
1985,1985-04-23,17,NO3,NA,0.0277438,660
1985,1985-04-24,17,NO3,NA,0.0277438,660
1985,1985-04-25,17,NO3,NA,0.0251959,660
1985,1985-04-26,17,NO3,NA,0.023780399999999997,660
1985,1985-04-27,17,NO3,NA,0.0345382,660
1985,1985-04-28,17,NO3,NA,0.06992570000000001,660
1985,1985-04-29,17,NO3,NA,0.0804004,660
1985,1985-04-30,18,NO3,1.11,0.11210759999999999,660
1985,1985-05-01,18,NO3,1.02,0.15372329999999998,660
1985,1985-05-02,18,NO3,0.98,0.20100099999999999,660
1985,1985-05-03,18,NO3,1.065,0.2663971,660
1985,1985-05-04,18,NO3,1.15,0.2811183,660
1985,1985-05-05,18,NO3,1.04,0.2259138,660
1985,1985-05-06,18,NO3,0.93,0.1930742,660
1985,1985-05-07,19,NO3,0.98,0.23384059999999998,660
1985,1985-05-08,19,NO3,1.02,0.2680957,660
1985,1985-05-09,19,NO3,1.028,0.2658309,660
1985,1985-05-10,19,NO3,1.036,0.24629699999999996,660
1985,1985-05-11,19,NO3,1.044,0.16334869999999999,660
1985,1985-05-12,19,NO3,1.052,0.1143724,660
1985,1985-05-13,19,NO3,1.06,0.0874779,660
1985,1985-05-14,20,NO3,1.085,0.08068349999999999,660
1985,1985-05-15,20,NO3,1.11,0.09144129999999999,660
1985,1985-05-16,20,NO3,1.118,0.1101259,660
1985,1985-05-17,20,NO3,1.1260000000000001,0.1390021,660
1985,1985-05-18,20,NO3,1.134,0.14211619999999997,660
1985,1985-05-19,20,NO3,1.142,0.1460796,660
1985,1985-05-20,20,NO3,1.15,0.15202469999999998,660
1985,1985-05-21,21,NO3,1.29,0.16136699999999998,660
1985,1985-05-22,21,NO3,1.42,0.1732572,660
1985,1985-05-23,21,NO3,1.394,0.2663971,660
1985,1985-05-24,21,NO3,1.3679999999999999,0.39917099999999994,660
1985,1985-05-25,21,NO3,1.342,0.44446699999999995,660
1985,1985-05-26,21,NO3,1.316,0.38501599999999997,660
1985,1985-05-27,21,NO3,1.29,0.393509,660
1985,1985-05-28,22,NO3,1.24,0.42748099999999994,660
1985,1985-05-29,22,NO3,1.2650000000000001,0.37935399999999997,660
1985,1985-05-30,22,NO3,1.29,0.26469849999999995,660
1985,1985-05-31,22,NO3,1.245,0.2284617,660
1985,1985-06-01,22,NO3,1.2000000000000002,0.2375209,660
1985,1985-06-02,22,NO3,1.155,0.291593,660
1985,1985-06-03,22,NO3,1.11,0.362368,660
1985,1985-06-04,23,NO3,1.2,0.41615699999999994,660
1985,1985-06-05,23,NO3,1.06,0.628482,660
1985,1985-06-06,23,NO3,1.114,1.149386,660
1985,1985-06-07,23,NO3,1.1680000000000001,1.256964,660
1985,1985-06-08,23,NO3,1.222,1.007836,660
1985,1985-06-09,23,NO3,1.276,0.7558769999999999,660
1985,1985-06-10,23,NO3,1.33,0.554876,660
1985,1985-06-11,24,NO3,1.33,0.489763,660
1985,1985-06-12,24,NO3,1.37,0.5293969999999999,660
1985,1985-06-13,24,NO3,1.326,0.5633689999999999,660
1985,1985-06-14,24,NO3,1.282,0.552045,660
1985,1985-06-15,24,NO3,1.238,0.611496,660
1985,1985-06-16,24,NO3,1.194,0.693595,660
1985,1985-06-17,24,NO3,1.15,0.588848,660
1985,1985-06-18,25,NO3,1.1749999999999998,0.540721,660
1985,1985-06-19,25,NO3,1.2,0.5067489999999999,660
1985,1985-06-20,25,NO3,1.182,0.549214,660
1985,1985-06-21,25,NO3,1.164,0.523735,660
1985,1985-06-22,25,NO3,1.1460000000000001,0.48127,660
1985,1985-06-23,25,NO3,1.1280000000000001,0.4642839999999999,660
1985,1985-06-24,25,NO3,1.11,0.750215,660
1985,1985-06-25,26,NO3,1.11,0.724736,660
1985,1985-06-26,26,NO3,1.155,0.435974,660
1985,1985-06-27,26,NO3,1.2,0.348213,660
1985,1985-06-28,26,NO3,1.1723076923076923,0.32839599999999997,660
1985,1985-06-29,26,NO3,1.1446153846153846,0.30291699999999994,660
1985,1985-06-30,26,NO3,1.116923076923077,0.305748,660
1985,1985-07-01,26,NO3,1.0892307692307692,0.325565,660
1985,1985-07-02,27,NO3,1.0615384615384615,0.348213,660
1985,1985-07-03,27,NO3,1.0338461538461539,0.39067799999999997,660
1985,1985-07-04,27,NO3,1.0061538461538462,0.40766399999999997,660
1985,1985-07-05,27,NO3,0.9784615384615384,0.421819,660
1985,1985-07-06,27,NO3,0.9507692307692307,0.40766399999999997,660
1985,1985-07-07,27,NO3,0.923076923076923,0.41898799999999997,660
1985,1985-07-08,27,NO3,0.8953846153846153,0.441636,660
1985,1985-07-09,28,NO3,0.8676923076923077,0.430312,660
1985,1985-07-10,28,NO3,0.84,0.421819,660
1985,1985-07-11,28,NO3,0.8369230769230769,0.44446699999999995,660
1985,1985-07-12,28,NO3,0.8338461538461538,0.5293969999999999,660
1985,1985-07-13,28,NO3,0.8307692307692307,0.501087,660
1985,1985-07-14,28,NO3,0.8276923076923077,0.421819,660
1985,1985-07-15,28,NO3,0.8246153846153846,0.38501599999999997,660
1985,1985-07-16,29,NO3,0.8215384615384616,0.39633999999999997,660
1985,1985-07-17,29,NO3,0.8184615384615385,0.430312,660
1985,1985-07-18,29,NO3,0.8153846153846154,0.489763,660
1985,1985-07-19,29,NO3,0.8123076923076923,0.5209039999999999,660
1985,1985-07-20,29,NO3,0.8092307692307693,0.46711499999999995,660
1985,1985-07-21,29,NO3,0.8061538461538462,0.38501599999999997,660
1985,1985-07-22,29,NO3,0.8030769230769231,0.37935399999999997,660
1985,1985-07-23,30,NO3,0.8,0.41615699999999994,660
1985,1985-07-24,30,NO3,0.7921428571428571,0.37935399999999997,660
1985,1985-07-25,30,NO3,0.7842857142857144,0.35670599999999997,660
1985,1985-07-26,30,NO3,0.7764285714285715,0.353875,660
1985,1985-07-27,30,NO3,0.7685714285714286,0.342551,660
1985,1985-07-28,30,NO3,0.7607142857142858,0.325565,660
1985,1985-07-29,30,NO3,0.7528571428571429,0.294424,660
1985,1985-07-30,31,NO3,0.745,0.297255,660
1985,1985-07-31,31,NO3,0.7371428571428572,0.31140999999999996,660
1985,1985-08-01,31,NO3,0.7292857142857143,0.31140999999999996,660
1985,1985-08-02,31,NO3,0.7214285714285714,0.32273399999999997,660
1985,1985-08-03,31,NO3,0.7135714285714285,0.32273399999999997,660
1985,1985-08-04,31,NO3,0.7057142857142857,0.291593,660
1985,1985-08-05,31,NO3,0.6978571428571428,0.2536576,660
1985,1985-08-06,32,NO3,0.69,0.237804,660
1985,1985-08-07,32,NO3,0.6821428571428572,0.2352561,660
1985,1985-08-08,32,NO3,0.6742857142857143,0.24403219999999998,660
1985,1985-08-09,32,NO3,0.6664285714285714,0.23695469999999996,660
1985,1985-08-10,32,NO3,0.6585714285714286,0.21685459999999998,660
1985,1985-08-11,32,NO3,0.6507142857142857,0.21487289999999998,660
1985,1985-08-12,32,NO3,0.6428571428571428,0.1984531,660
1985,1985-08-13,33,NO3,0.635,0.1729741,660
1985,1985-08-14,33,NO3,0.6271428571428571,0.15457259999999998,660
1985,1985-08-15,33,NO3,0.6192857142857142,0.1418331,660
1985,1985-08-16,33,NO3,0.6114285714285714,0.1375866,660
1985,1985-08-17,33,NO3,0.6035714285714285,0.1375866,660
1985,1985-08-18,33,NO3,0.5957142857142856,0.1353218,660
1985,1985-08-19,33,NO3,0.5878571428571429,0.1460796,660
1985,1985-08-20,34,NO3,0.58,0.16136699999999998,660
1985,1985-08-21,34,NO3,0.5671428571428571,0.1752389,660
1985,1985-08-22,34,NO3,0.5542857142857143,0.1862798,660
1985,1985-08-23,34,NO3,0.5414285714285714,0.1794854,660
1985,1985-08-24,34,NO3,0.5285714285714286,0.16193319999999997,660
1985,1985-08-25,34,NO3,0.5157142857142857,0.1457965,660
1985,1985-08-26,34,NO3,0.5028571428571429,0.13985140000000001,660
1985,1985-08-27,35,NO3,0.49,0.1423993,660
1985,1985-08-28,35,NO3,0.47714285714285715,0.14211619999999997,660
1985,1985-08-29,35,NO3,0.4642857142857143,0.14211619999999997,660
1985,1985-08-30,35,NO3,0.4514285714285714,0.14211619999999997,660
1985,1985-08-31,35,NO3,0.4385714285714286,0.14211619999999997,660
1985,1985-09-01,35,NO3,0.4257142857142857,0.14211619999999997,660
1985,1985-09-02,35,NO3,0.41285714285714287,0.1423993,660
1985,1985-09-03,36,NO3,0.4,0.24374909999999997,660
1985,1985-09-04,36,NO3,0.4471428571428572,0.2352561,660
